iter	Passed	Remaining
169	447	867
170	449	864
171	451	861
172	453	857
173	456	855
174	459	852
175	461	849
176	463	845
177	466	843
178	468	840
179	470	837
180	473	834
181	476	832
182	478	829
183	481	826
184	483	822
185	485	820
186	488	817
187	490	813
188	492	810
189	494	807
190	497	804
191	499	801
192	502	799
193	504	796
194	507	793
195	509	789
196	511	786
197	514	784
198	517	782
199	519	779
200	521	776
201	524	773
202	526	770
203	529	768
204	532	766
205	535	764
206	538	761
207	540	759
208	543	756
209	546	754
210	552	756
211	556	755
212	559	754
213	565	755
214	568	753
215	570	750
216	573	747
217	575	744
218	578	741
219	580	738
220	582	735
221	585	732
222	587	729
223	589	726
224	591	723
225	594	720
226	596	717
227	598	714
228	601	711
229	603	708
230	605	705
231	608	702
232	610	699
233	612	696
234	615	694
235	618	691
236	620	688
237	624	686
238	626	684
239	628	681
240	630	678
241	633	675
242	635	671
243	637	668
244	640	666
245	642	663
246	644	660
247	647	657
248	649	655
249	652	652
250	654	649
251	657	646
252	659	643
253	661	640
254	664	638
255	666	635
256	669	632
257	671	629
258	674	627
259	676	624
260	679	621
261	681	618
262	684	616
263	686	613
264	689	611
265	691	608
266	694	606
267	697	603
268	700	601
269	702	598
270	705	596
271	708	593
272	711	591
273	714	589
274	717	586
275	719	583
276	721	581
277	724	578
278	726	575
279	728	572
280	731	569
281	733	567
282	735	564
283	737	561
284	740	558
285	742	555
286	744	552
287	748	550
288	750	548
289	753	545
290	755	542
291	757	539
292	760	537
293	762	534
294	765	531
295	767	529
296	770	526
297	772	523
298	774	520
299	776	517
300	778	514
301	780	511
302	782	508
303	784	505
304	786	502
305	788	499
306	790	497
307	792	494
308	795	491
309	797	488
310	799	485
311	800	482
312	802	479
313	804	476
314	806	473
315	808	470
316	810	467
317	812	464
318	814	461
319	816	459
320	818	456
321	820	453
322	822	450
323	824	447
324	826	444
325	827	441
326	829	438
327	831	436
328	834	433
329	836	431
330	838	428
331	840	425
332	843	422
333	845	420
334	847	417
335	849	414
336	852	412
337	858	411
338	862	409
339	865	407
340	868	405
341	872	402
342	875	400
343	878	398
344	880	395
345	884	393
346	887	391
347	890	389
348	893	386
349	897	384
350	899	382
351	903	379
352	905	377
353	908	374
354	911	372
355	914	369
356	916	367
357	919	364
358	921	361
359	923	359
360	925	356
361	929	354
362	932	351
363	935	349
364	941	348
365	945	346
366	948	343
367	951	341
368	953	338
369	955	335
370	958	333
371	960	330
372	962	327
373	964	324
374	966	322
375	968	319
376	970	316
377	972	313
378	974	311
379	977	308
380	979	305
381	981	303
382	983	300
383	985	297
384	987	295
385	989	292
386	991	289
387	994	286
388	996	284
389	999	281
390	1001	279
391	1004	276
392	1007	274
393	1009	271
394	1011	268
395	1014	266
396	1016	263
397	1019	261
398	1022	258
399	1024	256
400	1026	253
401	1028	250
402	1030	248
403	1032	245
404	1034	242
405	1037	240
406	1039	237
407	1041	234
408	1043	232
409	1045	229
410	1048	226
411	1050	224
412	1052	221
413	1054	218
414	1056	216
415	1057	213
416	1060	210
417	1062	208
418	1064	205
419	1066	203
420	1068	200
421	1070	197
422	1072	195
423	1074	192
424	1076	190
425	1079	187
426	1081	184
427	1083	182
428	1085	179
429	1087	176
430	1089	174
431	1091	171
432	1093	169
433	1095	166
434	1097	163
435	1099	161
436	1101	158
437	1103	156
438	1105	153
439	1107	151
440	1109	148
441	1111	145
442	1113	143
443	1115	140
444	1118	138
445	1120	135
446	1122	133
447	1124	130
448	1126	127
449	1128	125
450	1130	122
451	1132	120
452	1135	117
453	1137	115
454	1139	112
455	1142	110
456	1144	107
457	1146	105
458	1148	102
459	1150	100
460	1152	97
461	1155	95
462	1157	92
463	1159	89
464	1161	87
465	1163	84
466	1165	82
467	1167	79
468	1170	77
469	1172	74
470	1174	72
471	1176	69
472	1178	67
473	1180	64
474	1183	62
475	1184	59
476	1186	57
477	1188	54
478	1190	52
479	1192	49
480	1194	47
481	1197	44
482	1199	42
483	1201	39
484	1202	37
485	1204	34
486	1206	32
487	1208	29
488	1210	27
489	1213	24
490	1215	22
491	1217	19
492	1219	17
493	1221	14
494	1223	12
495	1225	9
496	1227	7
497	1229	4
498	1232	2
499	1234	0
