iter	Logloss
285	0.04754562645
286	0.04707339759
287	0.04684853994
288	0.0464640884
289	0.04611808447
290	0.04603095195
291	0.04573764954
292	0.04546706775
293	0.0453790188
294	0.04520733625
295	0.04496285072
296	0.04487838882
297	0.04460115398
298	0.04453782822
299	0.04448880172
300	0.04445037778
301	0.04418041492
302	0.04375146202
303	0.04350302702
304	0.04338566723
305	0.04322358045
306	0.04291546524
307	0.04252109041
308	0.04199175714
309	0.04179187682
310	0.04152732099
311	0.04111652085
312	0.04079040735
313	0.04064098824
314	0.04032651146
315	0.03995832842
316	0.03957651412
317	0.03942056832
318	0.03909995092
319	0.03896009617
320	0.03886114714
321	0.03869531693
322	0.03850567654
323	0.03830358978
324	0.0381000958
325	0.03797340444
326	0.03793161968
327	0.03772034095
328	0.03745313205
329	0.03712886687
330	0.03692806085
331	0.03668306168
332	0.03635984493
333	0.03630431154
334	0.03626683128
335	0.03625050038
336	0.03607649371
337	0.03597111061
338	0.03582069178
339	0.03565106628
340	0.03558854963
341	0.0353964778
342	0.03516596762
343	0.03504701033
344	0.03490078222
345	0.03470888842
346	0.03449788677
347	0.03420016457
348	0.03416755107
349	0.03404081892
350	0.03391464161
351	0.03377884537
352	0.03365736268
353	0.03345258364
354	0.03328714884
355	0.0331627291
356	0.03292015537
357	0.03276246839
358	0.03261840921
359	0.03242733308
360	0.03232299968
361	0.03218004262
362	0.03206360355
363	0.03201151351
364	0.03196825374
365	0.03192308274
366	0.03173547705
367	0.03161682653
368	0.03127466257
369	0.03122800048
370	0.03117211307
371	0.03098908424
372	0.03082524755
373	0.03064939135
374	0.03051532463
375	0.03034190397
376	0.03028988251
377	0.03011650949
378	0.0299387711
379	0.02983408088
380	0.02975531965
381	0.02973681876
382	0.02958899551
383	0.02950338406
384	0.02927833828
385	0.02904135162
386	0.02898702747
387	0.0289491329
388	0.0289436349
389	0.02888771084
390	0.02879093294
391	0.02854705527
392	0.02844711452
393	0.02818124829
394	0.02814426235
395	0.02799001538
396	0.02789783853
397	0.0277608798
398	0.02765194951
399	0.02756529613
400	0.02737854075
401	0.02730076842
402	0.02706501928
403	0.02705861719
404	0.0268283886
405	0.02670891412
406	0.02656973979
407	0.02643030798
408	0.02630372123
409	0.02624297082
410	0.02608559488
411	0.02602408172
412	0.02578251244
413	0.02564824667
414	0.02549147881
415	0.02548724319
416	0.02541417679
417	0.02526741024
418	0.02522200249
419	0.02511275385
420	0.02499436621
421	0.02491341976
422	0.02480584217
423	0.02465734763
424	0.02459201239
425	0.02452963541
426	0.02443547432
427	0.02440927041
428	0.02425083589
429	0.0241964617
430	0.02406848746
431	0.02396973955
432	0.02386635131
433	0.02381766538
434	0.02372397103
435	0.02362087438
436	0.02354923554
437	0.02346557935
438	0.02345739519
439	0.02341602297
440	0.02338546605
441	0.02334992484
442	0.0232309827
443	0.0231893335
444	0.02308883373
445	0.02302315343
446	0.02291188854
447	0.02275406593
448	0.02269488376
449	0.02262018574
450	0.02252299116
451	0.02234268034
452	0.02225676811
453	0.02222251478
454	0.0221579313
455	0.02213026543
456	0.02206075787
457	0.02201846847
458	0.02194423421
459	0.02177332378
460	0.02171860516
461	0.02163153967
462	0.02157936716
463	0.02157236954
464	0.02151605244
465	0.02144155064
466	0.02133492655
467	0.02122609154
468	0.02116475661
469	0.02105158987
470	0.02095782739
471	0.02088620435
472	0.0208638563
473	0.02081181698
474	0.02076168034
475	0.02076159336
476	0.0206589064
477	0.02059692158
478	0.02050415927
479	0.02042878895
480	0.02028208473
481	0.02019633236
482	0.02017475354
483	0.02013487939
484	0.02010864597
485	0.0200561408
486	0.01995366408
487	0.01984718611
488	0.01983501058
489	0.01981184709
490	0.01972899197
491	0.01961903312
492	0.0195996728
493	0.01953045814
494	0.01949840249
495	0.01944042132
496	0.0194144069
497	0.01936079262
498	0.01934658147
499	0.01933279707
