iter	MultiClass
125	0.8560576199
126	0.8548491056
127	0.8528829913
128	0.8513573261
129	0.8499270686
130	0.8489667914
131	0.8471563211
132	0.8458688212
133	0.8448112286
134	0.8438460354
135	0.8425080578
136	0.8416379633
137	0.840424741
138	0.8380089926
139	0.8369249057
140	0.8354388444
141	0.8339526111
142	0.8317743606
143	0.8308326753
144	0.8294379573
145	0.8278786365
146	0.8265662106
147	0.8250653101
148	0.8229731915
149	0.8220890919
150	0.8209177837
151	0.8193936343
152	0.8173136242
153	0.8162566073
154	0.8157432242
155	0.8137501348
156	0.8124311729
157	0.8109836445
158	0.8100359828
159	0.8086796686
160	0.8082455358
161	0.806948601
162	0.8044420213
163	0.8031029977
164	0.8018266873
165	0.8000967441
166	0.7992840665
167	0.7978912981
168	0.7971136335
169	0.7959144955
170	0.7949660268
171	0.79371076
172	0.7921239031
173	0.7912491444
174	0.7893203851
175	0.7885080801
176	0.7866457233
177	0.7852267189
178	0.7838361235
179	0.782030184
180	0.7807070248
181	0.7796518509
182	0.7785133322
183	0.7775761399
184	0.7770511487
185	0.7754034172
186	0.7734853797
187	0.7725606357
188	0.7708652077
189	0.7697791437
190	0.7679152787
191	0.7663448885
192	0.765184369
193	0.7638772789
194	0.7626218868
195	0.7608863645
196	0.7591840414
197	0.7583061538
198	0.7573346477
199	0.7563501337
200	0.7548767634
201	0.7544388373
202	0.7531601792
203	0.7519713195
204	0.7507895299
205	0.749886931
206	0.748207142
207	0.7471965647
208	0.7469765268
209	0.7452722327
210	0.7440311302
211	0.7434629663
212	0.7427342509
213	0.7415032454
214	0.7397861975
215	0.7389535469
216	0.738101468
217	0.7377517783
218	0.7365092113
219	0.7352054169
220	0.7340974274
221	0.7320843555
222	0.7312333743
223	0.7302132228
224	0.7292320068
225	0.7277595775
226	0.7266885812
227	0.7250360543
228	0.7242837503
229	0.7231624336
230	0.7223450498
231	0.7221164759
232	0.7216925796
233	0.7208577613
234	0.7206025906
235	0.7198077882
236	0.7186560588
237	0.717489889
238	0.7159900798
239	0.7151403097
240	0.7143894196
241	0.7130270911
242	0.7117623193
243	0.7106844278
244	0.7092200043
245	0.7083795352
246	0.7072234119
247	0.7063371084
248	0.7055097725
249	0.7049934861
250	0.7040726997
251	0.7035296695
252	0.7024268097
253	0.7007931921
254	0.7005001757
255	0.6995271595
256	0.698473706
257	0.6976431473
258	0.6967789304
259	0.6961435051
260	0.6949608242
261	0.6935501058
262	0.6922671762
263	0.6917116256
264	0.6895827231
265	0.6888191934
266	0.6880109717
267	0.6869418126
268	0.6860981454
269	0.6856171777
270	0.6852447867
271	0.6841602086
272	0.6833046392
273	0.6816001239
274	0.6806949819
275	0.6801843104
276	0.6785539604
277	0.6775244315
278	0.6763561169
279	0.6750222139
280	0.6736726413
281	0.6726869841
282	0.6714734141
283	0.6701904595
284	0.6695159182
285	0.6682714949
286	0.6669825709
287	0.6657819384
288	0.6645665522
289	0.6640605218
290	0.6624449376
291	0.6611152636
292	0.6599109706
293	0.6581947493
294	0.6569875465
295	0.6561507108
296	0.6552443799
297	0.6537563625
298	0.652106442
299	0.6506673951
300	0.6495312123
301	0.6486104097
302	0.6482924488
303	0.6477000887
304	0.646326155
305	0.6452435051
306	0.6437472688
307	0.643057472
308	0.6425781159
309	0.6421401147
310	0.6408191291
311	0.640167442
312	0.6388967792
313	0.6380937358
314	0.6372993593
315	0.6365617223
316	0.6362241693
317	0.6345976269
318	0.6336999221
319	0.6324607725
320	0.6316718519
321	0.6310507158
322	0.6303325454
323	0.6294100415
324	0.6288412579
325	0.6282573714
326	0.6274678931
327	0.6267058348
328	0.6255310193
329	0.6249242994
330	0.6242888995
331	0.623092181
332	0.6224715521
333	0.6219503198
334	0.6206135014
335	0.6199836175
336	0.61923639
337	0.618697773
338	0.6181877805
339	0.6176160442
340	0.6166838426
341	0.6163994535
342	0.6156638466
343	0.614800482
344	0.6145038682
345	0.6142487347
346	0.6137115958
347	0.6126892766
348	0.6120151188
349	0.6113915096
350	0.6102393952
351	0.6091724611
352	0.6086535637
353	0.6084852445
354	0.6079003925
355	0.6075756388
356	0.6066540447
357	0.6062136157
358	0.6058158123
359	0.6048391147
360	0.6045023244
361	0.6038246641
362	0.6033398932
363	0.602560813
364	0.6020822521
365	0.6016692886
366	0.6009118203
367	0.599803064
368	0.5989519523
369	0.5981301224
370	0.597335209
371	0.596154785
372	0.5954482356
373	0.5943696863
374	0.5931344905
375	0.5921110195
376	0.5913001167
377	0.5907645991
378	0.5902873078
379	0.5897893374
380	0.5892682949
381	0.5888588161
382	0.5883822483
383	0.5877559784
384	0.5873180578
385	0.5862783583
386	0.5851064686
387	0.5841326899
388	0.5832136991
389	0.583008006
390	0.5826405459
391	0.5820695282
392	0.5812152919
393	0.5805470478
394	0.5795693399
395	0.5784760664
396	0.577480441
397	0.576497325
398	0.5760204866
399	0.5754586882
400	0.5746097032
401	0.5742854605
402	0.5734896041
403	0.5726275325
404	0.5720317897
405	0.5708772866
406	0.5701215518
407	0.5695190657
408	0.5688776164
409	0.5681163521
410	0.5676061156
411	0.5671972002
412	0.5665896305
413	0.5662480377
414	0.5657916618
415	0.5654280105
416	0.5647091648
417	0.5640645956
418	0.5633185437
419	0.5619936159
420	0.5614949468
421	0.5608234536
422	0.5602269002
423	0.5595094611
424	0.558940929
425	0.558311509
426	0.5575762146
427	0.5571821179
428	0.5562893515
429	0.5558444986
430	0.5552161969
431	0.5545105608
432	0.5537177038
433	0.5528443865
434	0.5523406426
435	0.5514099348
436	0.550846142
437	0.5501791165
438	0.5494007911
439	0.5487942499
440	0.5480096331
441	0.5474857554
442	0.5471166783
443	0.5461157028
444	0.5456494553
445	0.5449512844
446	0.5439962275
447	0.5434132885
448	0.5429440712
449	0.5423313065
450	0.54144911
451	0.5405971543
452	0.540077826
453	0.5386439815
454	0.5378993805
455	0.5371047565
456	0.535803928
457	0.5347159217
458	0.5342350304
459	0.5329849209
460	0.5327998711
461	0.5322743316
462	0.531771345
463	0.5314515633
464	0.5308857189
465	0.53039079
466	0.5294420877
467	0.5288885985
468	0.5283366975
469	0.5277892493
470	0.5273756151
471	0.526383413
472	0.5259503032
473	0.5255117534
474	0.524867866
475	0.5242842095
476	0.5237979376
477	0.5231717135
478	0.5224867249
479	0.5218847294
480	0.5211931414
481	0.5205891193
482	0.5193839748
483	0.5185869793
484	0.5181126768
485	0.5174943151
486	0.5168654271
487	0.5163694841
488	0.5155020408
489	0.5152087254
490	0.5140550584
491	0.513626805
492	0.5133074958
493	0.5128225274
494	0.5120484088
495	0.5113713459
496	0.5108428599
497	0.5104050886
498	0.5097265696
499	0.5093984802
500	0.5087421991
501	0.5079078645
502	0.5075772742
503	0.5068088958
504	0.5062301797
505	0.5059189131
506	0.5052976378
507	0.5041846113
508	0.5035962776
509	0.5033424528
510	0.50274737
511	0.5021787153
512	0.5016885504
513	0.5008715332
514	0.5004336747
515	0.5002238945
516	0.4993033035
517	0.4983137395
518	0.4980820829
519	0.4971608829
520	0.4965503684
521	0.496271846
522	0.4955661923
523	0.4949806284
524	0.4942216954
525	0.4933658728
526	0.4924838658
527	0.49176657
528	0.491345682
529	0.4909564379
530	0.4905049588
531	0.4898080859
532	0.4891283728
533	0.4883103969
534	0.4880027133
535	0.4875684615
536	0.4869438858
537	0.4865124219
538	0.4860289536
539	0.4855403498
540	0.4847237969
541	0.4840810954
542	0.4833185298
543	0.4827178219
544	0.4820100851
545	0.481530139
546	0.4809660194
547	0.4805127505
548	0.4798142598
549	0.4792653638
550	0.4788137297
551	0.4782573647
552	0.4779505801
553	0.4769406024
554	0.4761947839
555	0.4752092253
556	0.4746749289
557	0.4743423257
558	0.4740922988
559	0.4736287823
560	0.4731327635
561	0.4729346535
562	0.472295604
563	0.4717572658
564	0.4713725404
565	0.4706048738
566	0.4699475445
567	0.4693462142
568	0.4688587243
569	0.4686098303
570	0.4682061243
571	0.4676355249
572	0.4671802375
573	0.466571003
574	0.4661431773
575	0.465732871
576	0.4652083545
577	0.4647509318
578	0.4641018354
579	0.4632128207
580	0.4626705616
581	0.4620934723
582	0.4613160874
583	0.4607334233
584	0.4600397121
585	0.4593280317
586	0.4588896692
587	0.4584005023
588	0.4577251498
589	0.4572865247
590	0.4569779183
591	0.4563166275
592	0.4554335981
593	0.4549371084
594	0.4546215153
595	0.4540501799
596	0.4535468473
597	0.4530078801
598	0.452296686
599	0.45155906
600	0.4513001505
601	0.4506638554
602	0.4501094904
603	0.4493167134
604	0.4483165313
605	0.4477221945
606	0.447244422
607	0.4466391361
608	0.4461531329
609	0.4458122333
610	0.4449285879
611	0.4445882793
612	0.4440553103
613	0.4437926094
614	0.4430695798
615	0.4425178148
616	0.4421894091
617	0.4418826047
618	0.4413899874
619	0.4407956105
620	0.440071944
621	0.4395822584
622	0.4391227495
623	0.4381014631
624	0.4374786967
625	0.4368623044
626	0.4365554041
627	0.4359537404
628	0.4351231165
629	0.4346325427
630	0.4341388162
631	0.4337292403
632	0.433261081
633	0.4331071171
634	0.4325401812
635	0.43229789
636	0.4318897411
637	0.4314111012
638	0.4307884842
639	0.4306344013
640	0.4300409088
641	0.4293504959
642	0.4287946969
643	0.4282782335
644	0.4273894632
645	0.4271047795
646	0.4267786642
647	0.4259988763
648	0.4257471868
649	0.4252597573
650	0.4248183288
651	0.4241056753
652	0.4235678428
653	0.4229731544
654	0.4226889128
655	0.4223452196
656	0.4218101006
657	0.4214897453
658	0.4209521328
659	0.4206284514
660	0.4202705123
661	0.4198339361
662	0.419353654
663	0.4190831849
664	0.4186318547
665	0.4182340147
666	0.4175480532
667	0.4171390934
668	0.4167996259
669	0.4163752419
670	0.4162517578
671	0.4160353731
672	0.415582422
673	0.4149832795
674	0.4145364289
675	0.4142402256
676	0.4135517498
677	0.4125987571
678	0.4122111224
679	0.4118671999
680	0.4114938929
681	0.4113385166
682	0.4110382195
683	0.4106300957
684	0.4102015569
685	0.4098539592
686	0.4090797762
687	0.4088047924
688	0.4084801323
689	0.4083292108
690	0.4080572527
691	0.4072586631
692	0.406800648
693	0.4061535592
694	0.4056113547
695	0.4054393378
696	0.404717628
697	0.404456562
698	0.4039242902
699	0.4031743041
700	0.4026807122
701	0.4023736324
702	0.4021185815
703	0.4019120926
704	0.4012875945
705	0.4009064665
706	0.4005315803
707	0.3997948663
708	0.3994604904
709	0.3993423941
710	0.3987226433
711	0.3982828172
712	0.3978451062
713	0.397098244
714	0.3969742978
715	0.3967086507
716	0.3962389381
717	0.3959279659
718	0.3954944252
719	0.3948650377
720	0.3942525365
721	0.3932939275
722	0.3927898452
723	0.3924160544
724	0.3919657182
725	0.3917921873
726	0.3914733784
727	0.3906452363
728	0.3902511714
729	0.3900858237
730	0.3896709896
731	0.3892526604
732	0.3887266003
733	0.3883489257
734	0.3878852449
735	0.3876520633
736	0.3872799713
737	0.3870434023
738	0.3866933861
739	0.3859098626
740	0.3851837344
741	0.3850143033
742	0.3843386038
743	0.3837516438
744	0.3834269739
745	0.3830473043
746	0.382391891
747	0.3818965524
748	0.3813485425
749	0.3809099901
750	0.3803553936
751	0.3801073954
752	0.3796803619
753	0.379224276
754	0.3789138012
755	0.3787879205
756	0.3784331756
757	0.3780651074
758	0.3779147901
759	0.3774846582
760	0.3772466797
761	0.376815261
762	0.3765251095
763	0.3758217924
764	0.3752234374
765	0.374625721
766	0.3738294077
767	0.373671151
768	0.372970315
769	0.372534381
770	0.3720988557
771	0.3716208137
772	0.3713009364
773	0.3709003835
774	0.3703868913
775	0.3699618131
776	0.3697388426
777	0.3694666376
778	0.3691220951
779	0.3688192863
780	0.3683475788
781	0.3678195533
782	0.3671740234
783	0.3665870842
784	0.3660678158
785	0.3657012658
786	0.3647749584
787	0.3639703249
788	0.3636078831
789	0.3631122643
790	0.3626726547
791	0.3620662879
792	0.3616908203
793	0.36149389
794	0.3612244983
795	0.3610653758
796	0.3606827001
797	0.3604195349
798	0.3599590153
799	0.3598013048
800	0.3593179752
801	0.3589795372
802	0.3584982165
803	0.3581032487
804	0.3573821038
805	0.3571375906
806	0.3568664376
807	0.3563849527
808	0.3561977074
809	0.3560717504
810	0.3557759867
811	0.3553740304
812	0.3550807421
813	0.3548336325
814	0.3544612166
815	0.3539710716
816	0.3535353115
817	0.3530762023
818	0.3527437901
819	0.3520890727
820	0.3516800835
821	0.3514812765
822	0.3513424488
823	0.3510807363
824	0.3506815785
825	0.3502591356
826	0.3498989643
827	0.349407385
828	0.3492178785
829	0.3488704765
830	0.3483134468
831	0.3480731457
832	0.3476229229
833	0.3471699249
834	0.3469066661
835	0.3463574695
836	0.345910668
837	0.3455463086
838	0.3452560729
839	0.344763893
840	0.3446052249
841	0.3439271544
842	0.3435290659
843	0.3431877303
844	0.3426659726
845	0.3424822138
846	0.3423784899
847	0.34187498
848	0.3413979869
849	0.341295942
850	0.3410698563
851	0.3407346405
852	0.3404368408
853	0.3400842818
854	0.3398003781
855	0.3396005884
856	0.3392431454
857	0.3387581152
858	0.3385133441
859	0.338251268
860	0.3380390394
861	0.3377192839
862	0.3372928677
863	0.3371183887
864	0.3367151606
865	0.3363096724
866	0.3358985587
867	0.335435638
868	0.3351634588
869	0.3347466741
870	0.3343514044
871	0.3340526053
872	0.333378181
873	0.332781966
874	0.3325467342
875	0.3322429328
876	0.3320699942
877	0.3315600197
878	0.3312814751
879	0.3309196297
880	0.3305419048
881	0.3300901506
882	0.3298294853
883	0.3292062334
884	0.3286483712
885	0.3282746311
886	0.3279419233
887	0.3275912769
888	0.3271175358
889	0.326729885
890	0.3264987698
891	0.3259551396
892	0.3255427988
893	0.3251968553
894	0.325002977
895	0.3248347152
896	0.3244345439
897	0.3242829102
898	0.3240605132
899	0.3235337762
900	0.3233298794
901	0.3228285425
902	0.3225567842
903	0.3224427959
904	0.3220580036
905	0.3216415715
906	0.32138581
907	0.3210295316
908	0.3208071031
909	0.3206196208
910	0.3203696174
911	0.3201020037
912	0.3197230894
913	0.319513084
914	0.3189958805
915	0.3187877437
916	0.318491347
917	0.3183119302
918	0.318114666
919	0.3178719167
920	0.3174893229
921	0.3170223442
922	0.3167424329
923	0.316455952
924	0.3162605191
925	0.3161319953
926	0.31600537
927	0.3156983984
928	0.3153316549
929	0.3149334964
930	0.3146397217
931	0.3143354653
932	0.3138286852
933	0.313624667
934	0.3133218869
935	0.3130504822
936	0.3126388032
937	0.3122897147
938	0.3117899168
939	0.3113433019
940	0.3111004377
941	0.310743873
942	0.3106503104
943	0.3102301548
944	0.3099075267
945	0.3095269081
946	0.3093222535
947	0.3087571771
948	0.3084283287
949	0.3081044378
950	0.3077883016
951	0.3073829362
952	0.3069687824
953	0.3066890013
954	0.3060811113
955	0.3059467814
956	0.3056887158
957	0.3053834968
958	0.3048788474
959	0.3045678398
960	0.3042773156
961	0.3040116727
962	0.3035979122
963	0.3032766572
964	0.3029954256
965	0.302708465
966	0.3024484922
967	0.3021141366
968	0.3017154935
969	0.3014754813
970	0.3012184883
971	0.3009459888
972	0.3005604899
973	0.3004000478
974	0.2999638691
975	0.2995423936
976	0.2992361108
977	0.2987414225
978	0.298431008
979	0.2982723344
980	0.2978360402
981	0.2975434298
982	0.2972907781
983	0.2970867788
984	0.2968212687
985	0.2965181937
986	0.2963251743
987	0.2958691961
988	0.2955699327
989	0.2954749194
990	0.2952613186
991	0.2949756595
992	0.2946089966
993	0.2944169445
994	0.2941562061
995	0.2937763831
996	0.2936066259
997	0.2932803093
998	0.2929119847
999	0.2927793334
	0.294429095
